Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
2015-11-11,82.9941659037315,1.332436940055894,14.540218108359944,43.187612319561666,2.0153108718345396,41.5387216062425,4.130554514173271,35.75927637875005,7.794756099326979,37.6913099418311,5.129882219215191,5.013293986960301,146.7013071001539,63.25744372915357,11.742100534242566,26.28231864260251,16.388974362687495,99.81618227193717,39.88983089292333,249.38222879321125,1.7654789455740594,2.9813276533750623,0.8660840110363311,134.24302171063133,1.1492268607982086,43.287545090065855,3.3144368883890367,48.28418361527545,126.58150930530992,0.766151240532139,134.42623178988902,86.89154395339497,2.5982520331089933,168.2368191438073,18.8539827017909,83.61041798850735,1792.444138148441
2015-11-12,119.3,2.0,21.6,65.2,3.0,60.0,6.1,51.8,10.2,57.4,8.1,8.3,200.4,92.3,15.6,39.2,25.3,147.8,61.3,358.0,2.8,4.5,1.3,198.9,1.7,64.7,4.9,67.3,184.5,1.1,196.9,128.7,3.9,261.8,26.8,124.6,2627.3
2015-11-13,126.5,2.0,21.3,64.6,3.3,61.7,3.8,55.7,12.7,56.9,8.3,8.9,210.4,94.9,19.6,38.7,24.1,151.6,60.5,365.1,2.4,5.3,1.3,204.6,1.8,69.3,5.2,83.7,188.2,1.1,205.1,132.2,3.6,253.1,29.3,123.0,2699.8
2015-11-14,125.2,1.9,22.2,64.1,3.2,63.7,5.1,56.7,14.5,56.8,7.8,8.6,224.6,99.3,21.3,40.6,24.0,154.9,59.6,373.4,2.5,5.2,1.4,208.7,1.7,70.5,5.1,92.3,204.1,1.2,211.0,129.7,3.5,241.7,30.3,120.9,2757.3
2015-11-15,119.4,1.9,21.9,63.2,3.0,63.6,5.6,55.8,15.2,56.6,6.3,7.7,231.0,99.0,21.7,41.0,23.7,153.1,53.6,378.9,2.4,4.2,1.3,211.1,1.6,69.4,4.6,89.0,201.5,1.3,187.8,127.4,3.2,231.4,31.2,116.0,2705.6
2015-11-16,113.7,2.0,22.1,65.3,3.3,64.7,5.6,59.5,15.7,57.6,6.2,8.4,246.0,104.1,22.7,39.6,24.3,154.8,59.4,402.3,2.5,4.6,1.3,214.5,1.8,68.0,4.9,88.5,204.1,1.0,190.6,126.8,3.6,230.5,31.7,123.1,2774.8
2015-11-17,96.8,1.9,21.6,63.0,3.4,64.2,6.2,56.2,15.8,55.7,6.8,8.6,252.8,104.2,23.4,40.3,23.6,157.4,61.0,409.1,2.6,5.4,1.3,216.4,1.9,67.2,5.0,85.5,197.4,1.5,212.2,119.6,3.5,231.7,32.1,128.3,2783.6
2015-11-18,101.2,2.2,21.5,63.0,3.4,64.8,6.2,56.2,15.9,56.5,7.1,8.6,254.9,105.5,23.9,41.5,23.5,162.0,62.0,398.7,2.5,5.4,1.3,218.7,1.8,59.3,4.8,86.5,201.5,1.4,220.1,123.5,3.9,233.5,33.1,128.1,2804.0
2015-11-19,105.9,1.9,21.8,60.5,3.4,65.2,6.3,58.9,15.8,57.7,7.5,8.8,260.9,105.1,23.8,40.8,23.7,158.4,62.0,392.5,2.4,5.2,1.3,217.9,1.8,63.3,5.4,92.1,201.2,1.6,222.6,123.0,3.5,223.2,32.8,127.7,2805.9
2015-11-20,107.4,2.0,21.7,64.8,3.4,65.2,6.4,58.4,14.1,57.8,6.0,9.3,278.1,106.0,23.5,44.1,23.5,155.6,61.8,387.8,2.1,5.2,1.3,218.0,1.8,63.3,5.3,93.7,204.2,1.3,222.8,124.1,4.0,219.0,33.0,124.6,2820.6
2015-11-21,108.8,2.0,21.7,62.6,3.3,65.8,6.4,56.4,14.4,57.2,5.6,8.9,269.2,104.9,22.1,41.2,23.4,153.1,61.7,404.2,2.4,5.1,1.3,220.1,1.5,69.7,5.4,86.3,203.3,1.4,215.3,123.4,3.1,216.9,33.7,121.7,2803.5
2015-11-22,105.3,2.0,21.0,62.6,3.0,65.5,6.2,54.3,14.8,56.8,5.6,8.4,262.0,99.4,22.1,41.4,23.4,145.6,57.0,381.0,2.4,5.0,1.3,218.8,1.9,71.3,4.6,86.6,199.5,1.3,198.3,121.1,3.3,230.3,32.0,105.6,2720.7000000000003
2015-11-23,114.0,2.0,22.2,60.3,3.3,65.2,6.4,57.6,14.1,56.1,6.0,9.3,278.1,103.5,23.3,41.9,22.0,150.6,61.0,387.8,2.3,5.5,1.3,218.0,1.9,70.6,5.0,90.6,203.4,1.5,207.1,126.8,3.7,224.4,33.2,106.3,2786.3
2015-11-24,116.6,1.9,21.2,61.3,3.3,66.2,6.6,57.5,14.8,56.7,6.2,9.0,281.0,107.3,23.7,41.7,23.3,152.6,62.2,396.8,2.3,4.5,1.2,216.6,1.7,68.4,5.3,88.3,201.6,1.0,216.7,129.2,3.0,231.3,34.0,118.4,2833.4
2015-11-25,117.4,1.8,21.9,60.0,3.2,66.3,6.6,56.2,15.5,57.1,6.7,8.8,275.9,108.0,24.3,41.9,23.4,154.8,62.9,404.1,2.4,5.6,1.3,218.1,1.9,67.9,5.4,85.7,204.8,1.4,228.7,128.8,2.9,224.7,33.5,115.3,2845.2000000000007
2015-11-26,116.6,2.0,21.6,62.3,3.3,67.2,6.5,58.5,15.6,56.5,7.1,8.3,277.8,108.0,24.1,41.3,23.1,157.8,63.4,391.0,2.2,5.7,1.3,220.3,2.0,65.4,5.6,87.6,203.4,1.6,228.7,126.1,2.9,224.8,33.3,120.0,2842.9
2015-11-27,123.2,2.0,22.4,63.9,3.4,66.6,6.4,59.2,15.4,57.1,5.8,8.4,267.2,106.1,23.8,41.1,23.0,155.8,63.2,395.3,2.2,4.7,1.3,221.0,1.8,66.6,5.4,88.7,206.0,1.5,238.3,128.0,3.4,225.9,33.7,120.8,2858.6000000000004
2015-11-28,120.2,1.8,21.3,62.7,3.2,66.8,6.4,55.9,14.7,57.6,5.5,8.5,260.2,105.3,24.4,41.8,22.8,158.1,62.8,392.5,2.3,5.2,1.4,218.2,1.8,68.1,5.4,91.1,207.3,1.5,235.1,126.8,3.1,226.9,32.7,121.6,2840.9999999999995
2015-11-29,116.6,1.7,20.3,63.2,3.0,67.0,6.0,55.5,15.0,58.0,5.0,8.0,248.8,98.0,23.0,41.3,22.3,154.4,57.4,381.6,2.4,5.3,1.3,217.2,1.8,71.1,4.9,88.7,201.7,1.2,214.2,120.5,3.2,217.9,31.2,118.4,2747.1
2015-11-30,113.1,1.9,21.0,65.0,3.4,67.6,6.3,58.4,15.3,56.1,4.9,8.5,266.4,106.7,23.9,40.9,23.2,152.8,62.2,402.1,2.3,5.4,1.3,219.6,1.8,69.4,5.3,92.1,209.7,1.6,212.7,125.5,3.2,219.8,32.4,121.5,2823.3
2015-12-01,111.4,1.7,21.4,63.6,3.3,67.3,6.3,59.9,15.2,56.5,4.8,8.8,270.9,110.4,24.6,40.6,22.7,152.0,63.1,413.3,2.3,5.1,1.3,218.0,1.8,77.7,5.0,97.9,206.2,1.6,208.4,126.2,3.3,236.7,32.4,118.6,2860.3
2015-12-02,114.4,1.8,21.4,63.1,3.4,66.9,5.4,58.7,15.7,56.9,5.8,8.9,266.0,114.7,25.1,39.8,21.5,154.0,62.8,413.1,2.5,5.4,1.2,212.8,1.8,72.8,4.8,94.1,206.2,1.4,185.7,128.9,3.3,200.1,33.1,121.7,2795.2
2015-12-03,123.1,1.5,18.9,62.0,3.4,66.4,6.4,58.5,15.8,54.8,5.6,8.6,270.0,114.6,25.4,40.7,20.9,156.7,61.5,393.9,2.4,5.0,1.4,219.2,1.9,73.0,4.7,97.7,207.9,1.6,185.0,126.5,3.6,205.7,33.1,123.3,2800.7
2015-12-04,115.8,1.1,17.8,64.7,3.4,68.7,6.5,59.6,15.1,56.2,5.6,9.1,268.6,116.7,25.3,40.9,23.3,158.7,63.5,397.9,2.2,5.0,1.3,219.2,1.8,67.6,4.7,101.8,209.8,1.6,193.7,128.1,3.7,217.3,33.7,117.3,2827.3
2015-12-05,119.6,1.2,20.5,63.9,3.3,66.4,6.4,56.1,15.8,56.5,5.6,8.6,270.0,113.2,24.8,40.5,23.4,162.0,62.2,393.9,2.4,4.8,1.4,219.2,1.7,65.5,4.6,100.0,210.2,1.6,197.4,125.8,3.4,229.2,32.7,117.6,2831.4
2015-12-06,113.8,1.5,20.2,63.8,3.0,66.5,6.2,55.2,16.0,56.4,5.4,7.5,255.9,105.6,22.3,42.4,23.5,155.7,57.0,378.5,2.3,4.3,1.3,216.7,1.7,66.9,4.2,98.2,206.0,1.3,183.4,120.9,3.1,218.8,31.8,115.2,2732.5000000000005
2015-12-07,75.01619972514683,1.0659495520447153,13.857344176581298,42.43811654078022,2.098588180588033,44.570015644869656,4.163865437674668,38.34087295010835,10.393008132435973,37.608032633077606,3.3977141971425295,5.429680530727768,175.4819450053612,71.95159476301828,15.622823122155358,27.6480665061598,15.389646657645576,102.49771161379964,40.00641912517821,263.7558922840642,1.532302481064278,3.13122680913135,0.8660840110363311,144.80258446057428,1.1658823225489072,48.167595383020576,3.064604962128556,65.3227209862402,137.30762667275988,0.9660167815405233,130.5121982784748,82.31129197195285,2.1318991040894306,151.73125654886493,21.3856128878971,77.88093914626701,1863.0133295861513
2015-12-08,111.4,1.7,21.4,63.6,3.3,67.3,6.3,59.9,15.2,56.5,4.8,8.8,270.9,110.4,24.6,40.6,22.7,152.0,63.1,413.3,2.3,5.1,1.3,218.0,1.8,77.7,5.0,97.9,206.2,1.6,208.4,126.2,3.3,236.7,32.4,118.6,2860.3
2015-12-09,77.14809882923626,1.0992604755461124,14.290386182099462,42.005074535262054,2.26514279809502,45.236234114897606,4.230487284677463,39.80655358416983,10.226453514928986,37.608032633077606,3.730823432156503,5.929344383248728,181.17811292410016,72.8843006210574,16.755394521202867,28.414217746691943,15.189781116637192,106.36177873996174,42.304872846774636,270.81780806636044,1.532302481064278,3.13122680913135,0.7994621640335365,146.16833232413157,1.2991260165544967,45.735897967418566,3.3644032736411322,65.52258652724858,139.13972746533673,1.1991932460503045,141.77129042194713,84.2433255350339,2.2318318745936225,152.96376071841664,21.98520951092225,80.57912394988018,1909.1489586355863
2015-12-10,120.2,1.6,21.5,62.5,3.5,68.5,6.4,59.6,15.5,56.4,6.4,9.0,273.0,108.4,25.7,44.7,22.9,167.3,63.9,399.7,2.3,4.3,1.1,220.8,2.1,59.6,5.1,98.8,211.5,2.0,217.2,126.7,3.4,222.5,33.6,123.3,2870.999999999999
2015-12-11,123.9,1.6,21.4,67.4,3.5,68.1,6.4,60.3,15.4,57.1,5.3,8.9,269.7,108.4,25.1,33.0,24.6,165.2,64.7,396.0,2.0,5.3,1.3,221.1,2.0,56.7,5.4,97.7,212.9,0.8,227.4,130.2,2.8,228.8,34.1,124.4,2878.9000000000005
2015-12-12,119.6,1.2,20.5,63.9,3.3,66.4,6.4,56.1,15.8,56.5,5.6,8.6,270.0,113.2,24.8,40.5,23.4,162.0,62.2,393.9,2.4,4.8,1.4,219.2,1.7,65.5,4.6,100.0,210.2,1.6,197.4,125.8,3.4,229.2,32.7,117.6,2831.4
2015-12-13,122.2,1.7,19.8,66.2,3.1,68.7,6.0,55.8,15.2,57.0,7.1,7.8,256.2,105.2,23.7,41.6,23.2,165.5,56.9,385.4,2.4,4.7,1.4,214.7,1.7,58.4,5.2,95.6,209.0,1.4,212.6,129.3,3.3,228.3,32.1,120.1,2808.500000000001
2015-12-14,128.9,1.6,20.3,63.2,3.5,67.2,6.3,58.9,15.5,57.4,7.7,8.6,262.9,112.4,24.3,42.5,23.2,171.4,61.2,402.0,2.2,4.4,1.4,215.7,1.7,62.0,5.7,93.3,212.4,2.0,231.7,131.3,3.3,218.8,33.1,122.2,2880.2000000000003
2015-12-15,85.37589693408141,1.1658823225489072,13.857344176581298,42.071696382264854,2.3650755685992118,44.83650303288084,4.197176361176066,39.77324266066844,10.29307536193178,38.041074638595774,5.129882219215192,5.929344383248727,174.8490374588347,76.21539297119713,16.888638215208456,28.74732698170591,15.056537422631603,113.1572071342468,41.305545141732715,270.3514551373409,1.4989915575628807,3.2311595796355426,0.9327058580391258,143.67001306152676,1.1991932460503045,41.33885606523411,3.8307562026606954,64.35670420469968,142.60406350948205,1.0659495520447153,156.52802953306613,87.80759434968343,2.2318318745936225,148.43347512222658,22.751360751454392,82.24467012495006,1933.3326890976007
2015-12-16,127.4,1.9,21.3,63.1,3.6,67.4,6.3,60.5,15.4,56.8,7.7,9.2,262.0,116.4,26.4,43.8,22.0,168.3,62.8,409.6,2.3,5.3,1.4,215.6,1.9,62.1,5.8,99.9,215.7,1.2,238.2,132.3,3.4,226.8,35.2,124.7,2923.7
2015-12-17,130.8,1.9,20.9,62.6,3.6,68.4,6.4,61.6,15.4,56.9,7.6,8.9,266.2,115.8,26.7,43.3,22.2,169.1,62.9,398.8,2.4,5.0,1.3,219.5,1.9,69.2,6.1,104.2,215.5,1.2,242.1,133.6,2.9,226.9,35.7,113.5,2931.0
2015-12-18,130.8,1.9,21.5,66.3,3.7,68.8,5.1,65.6,15.2,55.3,8.7,10.7,267.0,117.2,27.0,42.8,21.9,171.8,62.9,389.1,2.3,5.3,1.3,220.5,1.9,66.5,6.0,114.1,223.4,1.0,246.7,136.0,2.6,232.4,35.2,121.5,2969.9999999999995
2015-12-19,132.3,1.9,21.7,64.0,3.6,70.3,4.5,60.3,15.7,52.0,6.8,7.9,266.5,115.2,26.4,42.1,20.9,171.8,62.2,387.2,2.4,5.4,1.4,219.2,2.0,72.1,6.2,111.9,224.1,1.1,244.2,132.9,2.4,232.7,36.5,123.6,2951.4
2015-12-20,130.8,2.0,20.4,66.1,3.3,70.3,4.5,58.5,15.7,55.0,6.8,7.9,266.5,104.8,24.7,40.2,21.4,166.7,56.6,387.2,2.3,5.3,1.4,219.2,2.0,62.9,5.6,101.8,213.9,1.1,231.7,130.0,2.7,230.4,33.2,119.0,2871.899999999999
2015-12-21,130.6,1.7,19.5,66.3,3.8,66.6,6.3,62.5,15.5,56.6,8.2,8.7,263.6,111.4,26.3,44.2,22.8,173.9,63.2,392.3,2.0,5.2,1.3,218.8,1.9,66.4,5.6,96.5,218.7,1.8,250.0,133.9,3.8,234.4,35.5,115.9,2935.7000000000007
2015-12-22,132.5,1.6,20.6,65.3,3.7,68.7,6.5,63.6,15.1,57.4,8.2,8.8,265.4,109.8,27.1,42.8,22.9,173.4,63.2,386.2,2.4,4.8,1.4,218.7,1.9,66.0,6.0,99.7,221.4,1.3,258.4,136.7,3.7,240.1,36.9,118.5,2960.7000000000003
2015-12-23,134.4,1.9,21.3,64.6,3.8,70.3,6.4,67.8,15.1,57.2,7.4,8.7,262.0,114.5,27.9,39.0,22.4,171.0,62.7,382.6,2.3,5.7,1.5,219.1,1.9,66.1,6.2,97.2,220.4,1.2,264.6,137.4,3.9,244.1,36.8,116.1,2965.5
2015-12-24,130.8,1.9,20.9,62.6,3.6,68.4,6.4,61.6,15.4,56.9,7.6,8.9,266.2,115.8,26.7,43.3,22.2,169.1,62.9,398.8,2.4,5.0,1.3,219.5,1.9,69.2,6.1,104.2,215.5,1.2,242.1,133.6,2.9,226.9,35.7,113.5,2931.0
2015-12-25,132.0,2.0,21.6,67.1,3.6,71.4,6.2,63.7,15.5,56.9,6.8,7.4,262.5,115.8,27.7,45.1,24.1,170.4,55.2,345.5,2.7,5.3,1.5,217.4,2.1,68.6,6.2,98.0,223.2,1.4,260.6,129.2,3.1,249.8,36.2,109.2,2914.9999999999995
2015-12-26,126.2,1.9,21.4,64.5,3.6,70.2,6.2,62.9,15.6,56.8,6.9,7.9,260.9,117.1,27.7,46.4,23.1,171.7,57.8,351.4,2.6,5.4,1.4,216.6,2.0,66.6,6.1,98.6,224.3,1.5,255.8,125.8,3.1,245.9,36.1,115.8,2907.8
2015-12-27,122.8,1.9,21.1,65.4,3.3,70.0,6.0,59.1,15.3,56.9,6.7,7.4,255.9,107.6,24.4,44.7,22.4,174.1,55.0,344.2,2.6,5.4,1.4,216.1,2.1,65.0,5.6,85.4,217.2,1.4,242.4,121.0,3.1,238.2,34.4,109.9,2815.4
2015-12-28,126.5,1.8,21.5,65.3,3.6,71.7,6.2,62.1,15.6,57.5,5.7,8.4,265.7,111.8,25.4,44.6,22.5,175.3,61.2,360.3,2.8,5.4,1.4,216.5,2.0,64.7,5.8,89.4,221.1,1.5,255.1,125.1,3.3,236.3,35.5,113.4,2892.0000000000005
2015-12-29,128.4,1.8,21.5,66.9,3.6,69.6,6.3,62.5,15.3,57.9,8.6,8.6,272.1,109.6,29.4,45.6,23.8,175.0,62.6,368.1,2.7,5.2,1.3,218.0,2.0,65.7,5.8,93.2,221.7,1.6,261.8,128.9,2.9,229.1,36.4,112.8,2926.3
2015-12-30,130.7,1.7,21.4,65.8,3.7,71.2,6.4,63.6,15.3,58.7,7.7,8.5,270.8,110.4,25.9,45.0,23.8,177.7,63.3,368.3,2.6,5.4,1.5,219.6,2.0,64.5,6.3,94.3,222.3,1.6,262.5,129.2,3.3,230.5,34.8,115.3,2935.6
2015-12-31,130.8,1.9,20.9,62.6,3.6,68.4,6.4,61.6,15.4,56.9,7.6,8.9,266.2,115.8,26.7,43.3,22.2,169.1,62.9,398.8,2.4,5.0,1.3,219.5,1.9,69.2,6.1,104.2,215.5,1.2,242.1,133.6,2.9,226.9,35.7,113.5,2931.0
2016-01-01,131.3,1.8,21.0,66.3,3.7,73.8,5.5,62.3,14.5,51.8,10.7,7.8,273.3,111.4,24.8,44.6,22.9,174.7,59.7,352.4,2.8,4.8,1.4,221.0,1.9,76.5,5.9,94.3,222.2,1.4,254.6,127.0,3.1,237.0,34.4,110.2,2912.8
2016-01-02,129.5,2.0,21.7,62.2,3.5,73.4,5.8,58.7,14.8,51.4,11.4,8.0,275.9,113.5,25.2,43.8,23.1,179.7,59.1,368.1,2.5,5.3,1.3,218.2,1.9,68.0,6.0,99.2,221.9,1.4,249.6,127.7,3.2,236.9,34.6,119.7,2928.2
2016-01-03,129.0,2.0,21.1,62.2,3.2,73.5,6.0,60.2,15.6,58.0,10.5,7.2,270.1,111.9,23.9,43.3,22.9,173.6,53.1,360.8,2.8,4.6,1.3,217.5,2.2,69.2,5.6,88.7,219.5,1.2,245.6,124.8,4.4,236.5,34.4,114.9,2881.3
2016-01-04,126.6,1.7,21.1,66.3,3.7,73.1,6.0,61.5,15.9,58.9,10.2,7.8,277.4,115.8,25.6,43.1,22.0,182.4,58.0,374.7,2.1,5.4,1.4,218.6,2.1,70.1,6.1,90.2,223.6,0.9,271.2,129.4,3.0,243.8,35.4,116.6,2971.7
2016-01-05,140.6,1.7,22.0,65.7,3.6,73.1,6.5,61.6,15.8,58.1,10.8,8.4,278.3,117.9,25.2,43.1,23.3,182.5,58.9,380.4,1.9,5.6,1.5,220.4,2.2,69.4,6.0,92.4,224.0,1.6,257.2,133.5,3.1,246.1,35.6,118.1,2996.1
2016-01-06,138.2,1.7,22.2,66.7,3.7,71.9,6.5,61.4,16.1,58.5,10.5,8.3,278.1,117.8,26.1,43.2,23.2,184.9,60.4,384.4,2.2,5.3,1.2,219.6,1.7,63.1,6.3,95.6,226.6,1.5,272.8,131.1,3.1,242.8,36.0,120.1,3012.8
2016-01-07,135.2,2.0,21.7,64.9,3.7,74.1,6.5,60.7,16.0,59.6,11.9,8.2,282.2,117.4,26.5,43.9,23.6,185.1,60.8,376.5,2.5,5.5,1.5,218.1,2.1,59.2,6.2,102.8,222.2,1.5,272.0,132.2,3.4,240.0,35.8,119.3,3004.8
2016-01-08,136.3,1.7,22.3,65.7,3.7,73.6,6.5,70.5,15.9,58.0,11.7,8.1,282.1,109.0,26.6,43.6,23.3,183.0,62.1,373.7,2.4,5.4,1.5,210.5,2.0,59.0,6.3,102.5,217.7,1.7,276.0,130.4,2.8,237.7,36.4,120.4,2990.1
2016-01-09,112.8,1.7,18.7,64.4,3.5,72.1,5.8,60.8,15.9,51.1,9.1,7.8,280.6,119.6,26.7,42.8,23.4,184.4,61.3,373.5,2.4,5.5,1.5,216.7,1.8,57.8,6.2,102.2,219.6,1.2,275.6,127.5,3.1,238.6,36.1,123.5,2955.3
2016-01-10,129.9,1.9,19.6,65.6,3.5,74.0,6.1,57.5,15.7,46.4,8.0,8.0,270.9,116.3,25.0,42.4,23.0,176.8,56.0,362.8,2.4,5.5,1.4,214.0,1.8,60.5,5.6,100.5,219.3,1.9,256.9,124.2,3.4,233.6,33.8,118.6,2892.8
2016-01-11,135.2,2.0,21.6,63.4,3.6,73.0,6.2,60.6,15.8,58.8,8.7,6.9,277.9,115.2,26.3,42.9,22.6,183.5,61.0,375.9,2.6,5.7,1.5,215.0,2.3,54.8,5.9,106.2,223.9,1.4,258.7,127.9,3.1,234.6,36.0,119.8,2960.5
2016-01-12,135.7,2.0,22.0,65.7,3.7,73.4,6.5,61.7,16.1,59.3,6.8,8.1,280.1,118.6,26.2,42.6,23.3,182.5,62.6,381.2,2.4,5.6,1.5,216.9,2.1,59.2,5.9,107.3,224.9,2.2,274.0,129.4,3.0,240.3,36.1,125.8,3014.7000000000003
2016-01-13,-458.64912670839755,-6.863436239557016,-76.52731407106073,-226.32180999939263,-13.04052885515833,-253.60396905163176,-21.105066436637827,-212.0801798023118,-54.22114629250043,-202.12819725495413,-24.365198650427406,-27.796916770205915,-866.8519970560511,-405.45749585183074,-87.85198386632982,-150.82401136426543,-79.44427447287245,-632.2940635691901,-214.82555429813462,-1309.3720486014897,-8.407709393457345,-19.560793282737496,-5.147577179667762,-742.6238011200692,-7.206608051534867,-212.25176570830072,-20.2471369066932,-332.7050717125264,-749.4872373596262,-6.005506709612389,-925.0196191862968,-443.20639516939434,-10.638326171313375,-804.7378990880601,-118.90903285032532,-430.6806240322028,-10160.459423134218
2016-01-14,131.6,2.0,22.6,66.2,3.9,74.4,5.8,61.9,15.5,58.5,7.4,8.1,225.1,117.7,25.0,45.3,23.0,186.0,62.6,381.9,2.5,5.8,1.5,215.9,2.1,64.5,5.9,86.6,211.9,1.3,265.1,128.9,3.2,228.7,33.2,125.2,2906.8
2016-01-15,124.0,2.0,21.1,65.3,4.0,74.8,5.7,64.9,15.8,60.8,7.3,8.6,240.4,114.5,25.3,45.1,22.9,180.4,62.0,375.5,2.6,5.6,1.5,212.3,2.1,67.7,5.0,96.1,201.2,2.2,225.9,118.9,3.1,229.0,31.9,121.5,2846.9999999999995
2016-01-16,120.1,1.9,21.7,65.5,3.8,72.7,6.5,63.6,15.7,59.3,7.7,7.7,266.8,119.3,25.7,44.2,23.2,183.3,61.7,376.0,2.6,5.5,1.5,202.7,2.0,67.2,4.6,100.6,174.9,1.6,213.4,120.9,3.1,238.6,33.4,117.8,2836.8
2016-01-17,110.4,2.0,21.7,65.1,3.5,73.2,5.7,60.7,15.7,52.8,7.4,7.0,267.6,111.8,23.4,44.8,23.0,182.3,56.6,362.5,2.5,5.4,1.5,196.6,2.1,68.4,4.3,92.2,209.9,1.5,217.2,120.1,2.8,239.9,34.7,115.8,2812.1
2016-01-18,126.6,2.0,21.9,65.6,3.5,73.3,6.4,63.5,15.9,58.9,7.3,7.9,273.4,112.7,25.9,44.9,22.4,187.6,62.0,373.3,2.6,5.1,1.5,177.7,2.0,61.3,5.4,103.3,217.4,1.3,250.1,126.2,3.1,235.3,36.4,121.6,2905.3
2016-01-19,123.7,2.0,22.1,57.3,3.9,70.3,6.1,67.1,16.3,58.5,6.8,7.9,272.6,119.4,26.7,45.2,20.2,181.8,63.5,375.3,2.7,4.9,1.5,147.2,2.0,62.8,5.8,105.6,215.6,1.9,269.3,128.0,3.2,233.0,35.3,115.8,2881.3000000000006
2016-01-20,126.7,1.9,21.6,55.4,4.2,65.0,6.6,67.5,15.0,56.7,7.1,8.0,269.8,123.1,27.3,51.0,21.4,175.4,63.9,372.3,2.6,5.4,1.4,162.9,2.2,62.2,6.0,107.7,224.4,1.9,277.2,127.0,3.1,205.7,36.5,113.8,2879.9
2016-01-21,126.6,2.0,21.5,63.3,4.2,66.7,5.9,67.1,15.1,57.9,6.8,8.2,272.7,124.4,27.2,44.4,21.7,177.0,65.2,361.9,2.6,5.4,1.5,168.9,2.1,59.5,6.1,102.4,216.2,1.6,278.0,126.2,3.2,234.0,37.2,108.4,2893.0999999999995
2016-01-22,125.6,1.8,21.9,65.5,4.2,72.6,5.8,68.2,15.3,59.3,7.2,8.0,273.0,117.9,27.0,44.6,20.0,180.2,65.4,360.7,2.3,5.7,1.5,178.3,2.1,60.8,6.0,108.1,217.3,1.5,276.9,128.1,3.2,234.1,37.9,109.6,2917.5999999999995
2016-01-23,126.7,2.0,22.2,62.0,4.0,72.6,5.9,64.6,15.3,58.9,7.5,7.5,271.0,117.6,27.0,44.9,24.9,179.8,65.0,366.6,2.6,5.3,1.6,184.3,2.1,65.7,6.3,107.1,223.4,1.3,271.9,127.2,3.0,233.7,37.0,113.6,2932.0999999999995
2016-01-24,-442.86322335741653,-6.863436239557016,-75.32621272913825,-217.05617107599065,-14.070044291091884,-250.34383683784213,-20.9334805306489,-226.83656771735937,-53.02004495057795,-185.48436437402836,-24.879956368394183,-26.252643616305587,-937.0306326055216,-407.3449408177089,-91.11211608011939,-150.4808395522876,-72.2376664213376,-629.7202749793562,-224.26277912752548,-1260.298479488657,-8.92246711142412,-18.18810603482609,-5.319163085656688,-643.1039756464925,-7.206608051534867,-223.233263691592,-21.276652342626747,-361.5315039186658,-769.2196165483526,-5.147577179667762,-927.4218218701418,-439.25991933164903,-10.46674026532445,-813.4887802934953,-126.80198452581588,-392.76013880865025,-10089.766029866782
2016-01-25,131.4,2.0,21.7,64.5,4.2,73.3,6.3,67.6,15.6,49.2,7.0,7.8,275.1,119.8,26.1,42.8,17.2,187.2,65.7,367.9,2.6,5.3,1.5,190.5,2.1,64.4,6.1,103.6,224.9,1.7,268.6,128.8,3.1,240.4,36.9,115.3,2948.2
2016-01-26,131.7,2.0,21.2,64.3,3.6,72.3,4.4,56.4,12.7,49.8,8.2,6.9,261.4,112.3,22.4,46.4,19.8,178.4,63.4,333.8,2.6,5.2,1.5,191.5,1.8,68.3,5.4,93.9,219.7,1.5,257.1,124.0,3.1,239.5,32.5,104.3,2823.3
2016-01-27,134.4,1.9,21.9,64.1,4.0,73.2,5.6,66.1,14.6,60.1,7.5,7.8,271.4,120.6,25.2,44.2,19.9,189.6,65.4,366.7,2.5,5.3,1.5,193.9,2.2,69.1,6.0,101.5,222.6,1.7,275.8,131.9,3.1,240.6,34.5,114.4,2970.8
2016-01-28,143.3,2.0,21.4,64.7,3.9,75.4,6.5,64.4,16.0,59.9,7.6,8.1,280.2,121.8,26.0,44.0,21.8,191.2,66.2,377.2,2.5,5.3,1.5,196.0,2.1,69.1,6.2,105.1,220.9,1.7,284.4,132.5,3.2,238.0,37.1,122.2,3029.399999999999
2016-01-29,142.8,2.0,21.9,64.4,3.9,76.3,6.5,64.8,15.9,58.9,8.1,8.3,283.3,121.0,27.2,38.8,21.9,194.0,65.7,367.9,2.4,5.0,1.4,198.3,2.1,71.3,6.3,96.8,227.3,1.8,283.6,133.6,3.1,236.7,37.5,121.5,3022.3
2016-01-30,140.4,2.0,22.0,66.9,3.7,75.9,6.6,60.3,16.2,58.9,8.2,7.3,284.1,118.8,25.1,43.0,22.5,193.0,64.0,378.0,2.7,5.5,1.5,198.7,2.2,69.4,6.2,101.5,223.8,1.5,274.2,133.8,3.0,235.5,35.5,115.3,3007.2000000000007
